city_id,region_id,name_ar,name_en
5485,2,معر,Maar
5487,2,المصرخ,Al Musarrakh
5488,2,الشاحطه,Ash-Shahetah
5490,2,ميسان - السدين,Maysan - As-Saden
5491,2,رخمات (الكتيه),Rakhmat (Al Katyah)
5493,2,انصح,Ansah
5494,2,(القان) ابوضروه,(Al Qan) Abo Daruah
5496,2,الحلقه (ام حريش),Al Halaqah (Om Haresh)
5498,2,مكشمه,Makmashah
5499,2,العبب,Al Abab
5501,2,ترعه ثقيف,Tareuh Thaqif
5504,2,البردة,Albarda
5508,2,ريع الغنم,Rei Al Ghanam
5509,2,شعب الحجر,Shuab Al Hajar
5510,2,شبانه,Shabanah
5511,2,صرار,Serar
5513,2,الشهباء(الحشابره),Ash-Shahbaa (Al Hashaberah)
5514,2,الوحشه,Al Wahshah
5515,2,المجارده,Almjardh
5516,2,تالقي,Taleqi
5517,2,الجداد,Al Judad
5518,2,العسله,Al Asalah
5519,2,الشرمان,Ash-Sherman
5522,2,الفرعين,Alfaraaien
5524,2,الزوه,Az-Zawwah
5526,2,مدغل,Mudghel
5527,2,بن عاطى,Bin Atti
5528,2,ميسان - الصار,Maysan - As-Sar
5529,2,خضيره,Khudayrah
5530,2,ميسان - الجبيل,Maysan - Jubail
5531,2,الخلص,Al Khalas
5532,2,الحصنه,Al Hasanah
5533,2,الشطبات,Ash-Shatbat
5534,2,الحران,Al Haran
5536,2,ميسان - القله,Maysaan - AlQulah
5537,2,ميسان - الهدى,Maysaan - AlHuda
5538,2,مدخله (الظهره),Mudkhalah (Adh-dhuhrah)
5539,2,موبل,Muweil
5540,2,ميسان - السوده,Maysan - As-Sawda
5541,2,المنيكب,Al Munaykeb
5542,2,ميسان - الحلاه,Maysan - AlHalah
5543,2,العشمه,Al Ashamah
5544,2,الجناحين,Al Jenahayn
5545,2,قها والشباعين,Qaha wa Ash-Shabaeen
5547,2,ابوالجرن,Abo Al Jarn
5548,2,المدانه,Al Mudanah
5549,2,ميسان - العمار,Maysan - Al Emar
5550,2,المحوط,Al Muhawat
5551,2,هضاب الدار,Hedab Ad-Dar
5552,2,اللهام,Al Leham
5553,2,السدين,As-Saden
5554,2,العريش,Al Arish
5555,2,شعب التوار,Shuab Al Tuwar
5556,2,ابوراكه,Abu Rakah
5557,2,ميسان - جليل,Maysan - Jalil
5558,2,ابورميث,Abo Rumaith
5559,2,ناهيه,Nahyah
5560,2,وادى ضرا,Wadi Dera
5561,2,تلعه غزيل,Talaah Ghuzayel
5562,2,قسط,Qest
5563,2,ام موسى,Om Moussa
5564,2,جريب,Jareeb
5566,2,تناضب,Tanadub
5567,2,عنا,Ana
5569,2,المعلاه,Al Moalah
5570,2,تربة - الخمره,Turubah - Al Khamrah
5572,2,ميسان - الحزم,Maysan - Al Hazem
5573,2,ربخان,Rabkhan
5574,2,جبل الخياله,Maysan - Al Khayalah mountain
5576,2,ميسان - وادي بوا,Maysaan - WadiBawa
5577,2,السليم الاعلى,As-Salem Al Aala
5578,2,معشورا,Maashoura
5579,2,الحرث,Al-Harth
5581,2,ام الزويبنات,Om Al Zubenat
5582,2,الدلاعسيه,Ad-Dalaasyah
5583,2,الامره,Al Amarah
5584,2,تلعه عجب,Talaah Ajab
5587,2,الحشانه,Al Hashanah
5589,2,وادى الجبلات,Wadi Al Jabalat
5590,2,الشدقا,Ash-Shadaqa
5592,2,شوقب,Shawqab
5595,2,الجبلات,Al Jabalat
5596,2,نشران,Nashran
5597,2,مره,Murrah
5598,2,العشيريه,Al Oshayryah
5599,2,ظهى,Dhaha
5600,2,الصور,Al Sour
5601,2,السوادين,As-Sawadayn
5602,2,الاضحكان وراس السدره,Al Edhakat waras As-Sidrah
5603,2,الجبيان,Al Jubyan
5605,2,وجره وام السعود,Wajrah wa Om As-Saud
5606,2,النحيلات,An-Nuhaylat
5607,2,ريشان والريع,Reshan wa Ar-Rubaa
5608,2,الدمجاء,Ad-Damjaa
5609,2,الحفاه,Al Hufah
5610,2,ميسان - الحصن,Maysan - Al Hesn
5611,2,القبسان,Al Qobsan
5617,2,الصاعده والصدر,As-Saedah wa As-Sadr
5619,2,السحن,As-Sahan
5620,2,بني سعد - النيمه,BaniSaad - An-Naymah
5621,2,بني سعد - القرين,BaniSaad - AlQorin
5622,2,الثرمان,Ath-Tharman
5623,2,الخياله (بن سارى),Al Khayalah (bin Sari)
5625,2,صور بن شكوان,Sur bin Shawkan
5626,2,الغراب,Al Ghurab
5627,2,الرصفه,Al Rasfah
5628,2,صعيد السوق,Saeed As-Sawq
5629,2,الخشاشه,Al Khashashah
5630,2,الكلاده,Al Kaladah
5631,2,بني سعد - الدار الحمراء,BaniSaad - Ad-DarAlHamraa
5632,2,الشعبه (الغثه),Ash-Shuabah (Al Ghathah)
5633,2,البصلان,Al Baslan
5634,2,الدهامين,Ad-Duhameen
5636,2,مخلد,Mukhled
5637,2,لغب,Laghab
5638,2,بني سعد - البراريق,BaniSaad - AlBarareq
5639,2,الشروط,Ash-Shurut
5640,2,الرحى,Ar-Ruha
5644,2,اطلح,Atlah
5645,2,ميسان - الضباعين,Maysan - Ad-Dabaeen
5646,2,الشعب الاحمر وبن عكيم,Ash-Shuab Al Ahmar wa bin Akeem
5647,2,العيسى,Al Ayse
5648,2,العوصاء (الشهبه),Al Awsaa (Ash-Shuhabah)
5649,2,العروشيه,Al Aroshyah
5650,2,المغره,Al Mughrah
5652,2,ميسان - الطوال,Maysan - AlTewal
5653,2,المريكبه,Al Marbakbah
5654,2,المريفق,Al Murayfaq
5655,2,الحسى,Al Hasi
5657,2,ميسان - اللحيان,Maysan - Al Luhyan
5658,2,الصبخه,As-Sabkhah
5659,2,العقبه,Aqaba
5660,2,الاساله,Al Esalah
5662,2,ابورومى,Abo Rumi
5663,2,خفاش,Khuffash
5664,2,بني سعد - صعبه,BaniSaad - Saabah
5665,2,الدهاسين والقرين,Ad-Dahaseen wa Al Qorin
5666,2,الخلط,Al Khalt
5668,2,ميسان - الصرف,Maysan - As-Sarf
5673,2,الطفيحاء,At-Tufaihaa
5674,2,الصنيع,As-Sanei
5675,2,الخربه,Al Kharabah
5677,2,الشثه,Ash-Shatah
5680,2,الضارب,Ad-Dareb
5681,2,الذبانيه,Az-Zabanyah
5682,2,الجرادحه,Al Jaradhah
5683,2,البراريق,Al Barareq
5685,2,دار الطحاحين,Dar At-Tahaheen
5686,2,الدار الحمراء (المناجيم),Ad-Dar Al Hamraa (Al Manajeem)
5687,2,بني سعد - الحديب,BaniSaad - AlHudayeb
5688,2,بني سعد - العصم,BaniSaad - AlUsum
5694,2,الحوتيه,Al Hawtyah
5695,2,بني سعد - القصر,BaniSaad - AlQasr
5697,2,الثنيه,Al Thenieah
5698,2,بني سعد - العيينه,BaniSaad - AlUyaynah
5704,2,ميسان - جيوش,Maysan - Juwesh
5705,2,العصاميه (القراحين),Al Osamyah (Al Qaraheen)
5706,2,القحوم,Al Qohom
5707,2,ميسان - السبيحه,Maysan - As-Subaihah
5709,2,المعيدن,Al Muaydan
5710,2,ميسان - الخليف,Maysan - Al Khulayef
5711,2,ميسان - اللبه,Maysan - Al Labbah
5720,2,العلنصاء,Al Alansaa
5722,2,شعب الفار,Shuab Al Far
5723,2,الشعبه ( بن غريب),Ash-Shuabah (bin Gharib)
5724,2,غديقه,Ghudayqah
5726,2,الخرجه,Al Kharjah
5727,2,المهضم,Al Muhdem
5728,2,المغرز,Al Maghraz
5738,2,ميسان - سواس,Maysan - Sawas
5739,2,ميسان - القهب,Maysan - AlQahb
5744,2,الشعاريه,Ash-Shaaryah
5745,2,المحاسنه,Al Muhasenah
5746,2,الغدران,Al Ghadran
5747,2,اليعاقيب,Al Yaaqeb
5748,2,القلايا,Al Qalaya
5749,2,المغاوره,Al Mughawerah
5750,2,عريم,Areem
5751,2,مرزوق,Marzouq
5753,2,الخبيب,As-Sunaa
5754,2,شعبه الذيب,Shuabah Az-Zaib
5755,2,النهج,An-Nahj
5756,2,الصفاه,As-Safah
5757,2,الشتيات,Ash-Shutyat
5758,2,الهدف,Al Hadaf
5760,2,الطفلان,At-Taflan
5761,2,الوكف,Al Wakaf
5762,2,ميسان - العطاء,Maysan - Al Ataa
5763,2,شعب العطاء,Shuab Al Ataa
5764,2,العنمه,Al Enmah
5766,2,ميسان - الاقر,Maysan - Al Aqar
5767,2,بني سعد - الشعيراء,BaniSaad - Ash-Shuayraa
5769,2,ميسان - الفرعه,Maysan - AlFara'
5776,2,مهد ايان,Mahd Ayan
5780,2,الجدير,Al Judayer
5796,2,الكشمه,Al Kashamah
5800,2,الحريجه (قريه حمد),Alharijuh (Qrih Hmd)
5801,2,الجموم - الضحياء,Al Jumum - Aldahya'
5802,2,الطائف - القصر,AlTaif - Alqasr
5803,2,الزباره,Alzibaruh
5804,2,الخضر,Alkhudar
5805,2,البردى,Alburdaa
5808,2,الطائف - المجمعه,Al Taif - Almujamaeuh
5810,2,الطائف - القراره,Al Taif - Alqararuh
5811,2,خباب,Khabab
5812,2,الطائف - الحمراء,Al Taif - Alhamra'
5813,2,بيضاء مقيد,Bayda' Muqid
5814,2,قصاص,Qisas
5815,2,بيضاء مكتن,Bayda' Maktan
5816,2,ابوحبل,Abwhbl
5817,2,الحساوه,Alhasawuh
5818,2,الطائف - الصالحيه,Al Taif - Alsaalihih
5820,2,منازل ناجم (القاهرة),Manazil Najim (Alqahrat)
5821,2,عشيره مكتن,Eashiruh Maktan
5822,2,رفايع عشيره,Rafayie Eashirh
5823,2,الطائف - الودنه,Al Taif - Alwadnh
5824,2,فيضه مكتن,Fiduh Maktan
5826,2,السويد (قريه الصقور) ومزارعها,Alsuwid (Qryh Alsqwr) and Farmsa
5827,2,الروزه وكتيد,Alruwzuh Wakatid
5828,2,الغدير,Alghadir
5829,2,القاحه,Alqahuh
5830,2,المشوار,Almishwar
5831,2,الطائف - الحفيره,Al Taif - Alhafiruh
5832,2,الطائف - السلام,Al Taif - Alsalam
5833,2,الرشاده,Alrashaduh
5834,2,مهيضه,Muhidih
5835,2,حي آل سرور,Hayi Al Surur
5836,2,الثميد,Althamid
5837,2,الطائف - مشرفه,Al Taif - Masharifuh
5838,2,فيضه المسلح,Fiduh Almusalah
5844,2,الحفاير,Alhafayir
5845,2,منازل عون الله,Manazil Eawn Allah
5846,2,حفاير سعد,Hafayr Saed
5847,2,الكراع,Alkirae
5848,2,المحاني - الرجع,AlMahani - Alraje
5849,2,الصعنون ال فالح,Alsaenun Al Falh
5850,2,المرقب,Almuraqab
5851,2,حريدبان,Haridban
5852,2,الحاجر,Alhajir
5853,2,المزرع,Almazarae
5854,2,دار السلام,Dar Alsalam
5855,2,أم نضيل,Umm Nadil
5856,2,الحقنة الشرقية,Alhuqnat Alsharqia
5857,2,الحقنة الغربية,Alhiqnat Algharbia
5858,2,السالم,Alssalim
5860,2,الطائف - الحاوي,Al Taif - Alhawi
5861,2,السنانية,Alsnania
5862,2,الطائف - العبله,Al Taif - Aleablah
5863,2,السالميه,Alsaalimih
5864,2,المحاني - النزهه,AlMahani - Alnazhuh
5865,2,السرار,Alsarar
5866,2,العدل,Aleadl
5867,2,العوالي,Aleawali
5868,2,بركه الخرابه,Barkih Alkharabuh
5869,2,البدائع,Albadayie
5870,2,الطائف - العقيق,Al Taif - Aleaqiq
5871,2,دغبج,Daghbij
5873,6,عسير - الحجف,Asir - Al-Hajfah
5874,6,مزيله ( مزله),Malilah (Mazlah)
5876,6,عسير - ال جحدل,Asir - Al Jahdal
5879,6,القزعه ومخشوش,Al Qaz'a and Makhshush
5880,6,صبح بللحمر - العطفه,SubehBenlehmar - AlAtfah
5881,6,القرى (ال قحاط),Al Qary (Al Qihat)
5882,6,رحبان,Rahban
5883,6,ال اسحاق وال الدهيس,Al Ishaq and Al Duhais
5884,6,عسير - الحضن,Asir - Alhodn
5885,6,ذم نيمه,Zam Nimah
5886,6,ذم تالب,Zam Talib
5888,6,ال كامل,Al kamel
5891,6,ال عزه,Al Azzah
5892,6,ال جعفله,Al Ja'falah
5893,6,ال طليب,Al Tolayb
5894,6,ال رشيد,Al Rashied
5895,6,عرعره,Ararah
5896,6,الجنب,Al-Janb
5897,6,قرانيه,Qraniyah
5898,6,ال الشنيف,Al Al-Shanif
5899,6,ال دقاقه,Al Dekakah
5900,6,ال معلوى,Al Ma'lawy
5901,6,الزبيه,Al-Zbiyah
5902,6,القريه وال الزرعى,"Al-Qaryah, and Al Al-Zar'y"
5903,6,صولا,Sola
5904,6,العيص,Al-Ais
5905,6,حومان,Human
5906,6,ال مبارك,Al Mubarak
5907,6,عسير - الظاهر,Asir - Al-dhahir
5910,6,العطف (بشظى),Al-Atf (Bashdha)
5912,6,رزيقه,Raziqah
5914,6,الفركسه,Al Farkasah
5915,6,الاحضان,Al Ahdan
5916,6,الصره,Al Sarrah
5917,6,الحفاه (ال زيان),Al Hufah (Al Zayan)
5918,6,عسير - لزمه,Asir - Lazmah
5919,6,ال حرس,Al Hars
5920,6,عسير - ال زايد,Asir - Al Zayid
5921,6,ال عبيد,Al Abid
5922,6,عسير - الحزم,Asir - Al Hazem
5923,6,النقيل والغرابه,Al Naqil and Al Ghrabah
5924,6,العقده والضحيه,Al Okdah and Al Dahiyah
5925,6,عسير - الفرش,Asir - Al Farsh
5926,6,ال غلفق,Al Ghalfaq
5927,6,عسير - مسفره,Asir - Masfarah
5928,6,عسير - النمصه,Asir - Al Namsah
5929,6,شعب ظلمه,Sha'b dhulmah
5930,6,خباب,Khbab
5932,6,فراسه,Farasah
5935,6,الخلله والطرقه,Al Khalalah and Al Taraqah
5936,6,الرانوق والكربة الحمراء,Al Ranuq and Al Kurbah Al Hamraa
5937,6,وادى هبهبه,Wadi Habhabah
5938,6,الظاهر,Al dhahir
5939,6,عقبه الجعده,Aqbah Al-Jad'ah
5944,6,وادى عنم,Wadi Unm
5945,6,الهيله(العرين),Al Hilah (Al Arin)
5946,6,عسير - الصدر,Asir - Al Sadr
5948,6,الاطراق,Al Atraq
5949,6,ذى كتين,Zi Katin
5951,6,الشوحطه,Al Shuhtah
5953,6,الحبوه والخشعه,Al Habwah and Al Khash'ah
5954,6,ال سخيطه والغال,Al Sekhitah and Al Ghal
5955,6,ال محيط,Al Mohit
5956,6,عسير - القاريه,Asir - AlQarbah
5957,6,عسير - المنزل,Asir - Al Manzil
5958,6,محضان واقفا,Mehdan and Aqfa
5960,6,المنقل ومويه,Al-Manqel and Mueh
5962,6,الوادي الاخضر,Al Wadeen
5963,6,معتق (النماص),Me'tiq (Al-Nammas)
5964,6,وادى البهره,Wadi Al-Bahrah
5965,6,الفضاء,Al-Fadaa
5966,6,الضاربين,Al-Darbin
5967,6,الكظامه,Al-Kedhamah
5969,6,ال تمام,Al Tamam
5970,6,مضره,Madarrah
5971,6,عسير - آل عباس,Asir - Al Abbas
5972,6,آل مخلد,Al Mekhlid
5973,6,وادى الظهارة,Wadi Al Dhiharah
5974,6,جذم,Jazm
5975,6,الاثب,Al-Athb
5976,6,محازبه,Mhazibah
5977,6,طاد,Tad
5978,6,بهوان,Bahwan
5981,6,بئر بن قيار,Bir Ibn Qiyar
5983,6,الاقفيه,Al-Aqfiyah
5984,6,ابوراكه والصفاالحمراء,"Abu Rakah, and Al-Safa Al-Hamraa"
5985,6,العرفج,Al-Arfaj
5986,6,الحبتانيه والطلحه,"Al-Habtaniyah, and Al-Talhah"
5988,6,المعلاه,Al M?la?h
5989,6,ال رافع,Al Ra?f?
5990,6,شعب عزيز,Sh?b ?Zyz
5991,6,عسير - الزبره,Asir - Az Zbrh
5992,6,ريع المقطر,Ry? Al Mqt?r
5993,6,عباله,?Ba?lh
5994,6,بوربط,Bwrbt?
5995,6,عسير - الفاجه,Asir - Al Fa?jh
5997,6,السليمات,As Slyma?t
5998,6,مخطط الظهاره,Mukhatat Alziharih
6000,6,شعب حراش,Sh?b H?ra?sh
6001,6,فلاح,Fla?h?
6003,6,الكدسه,Al Kds/h
6004,6,المربد,Al Mrbd
6005,6,العطيفة بخضار,Al ?T?yfh Bkhd?a?r
6006,6,عسير - العجمه,Asir - Al ?Jmh
6007,6,شعب الفهد,Sh?b Al Fhd
6008,6,سوق حشحش,Souq Hash'hash
6009,6,الجاور,Al Ja?wr
6010,6,ال مجس,Al Mjs
6011,6,العطوف (صبح),Al Atuf (Sabh)
6012,6,وادى ذهب,Wadi Zahb
6013,6,أحد رفيدة - الواديين,Ahad Rifaydah - Al-Wadyin Station
6038,6,الميين,Al-Mabin
6039,6,صفحان,Safhan
6053,6,أحد رفيدة,Ahad Rafidah
6058,6,آل حمرير,Al-Hamrir
6067,6,ال عمره,Al Omrah
6069,6,احد رفيدة - المسمع,Ahad Rifaydah - Al-Masma'
6074,6,ضور الجراعه,Dur Al-Jara'ah
6075,6,ال ناطش (ال هتلان),Al natish (Al Hetlan)
6076,6,احد رفيدة - الضرس,Ahad Rifaydah - Al-Dars
6077,6,احد رفيدة - العرق,Ahad Rifaydah - Al-Irq
6078,6,ال مشهور,Al Maghhur
6080,6,ال عدرج الجرو,Al Adraj Al-Jarw
6081,6,نجدالهجله,Najd Al-Hajlah
6082,6,احد رفيدة - الخنق,Ahad Rifaydah - Al Khanq
6083,6,الحبقه,Al-Habqah
6084,6,ضور الطحين,Dur Al-Tahin
6085,6,ال غيلان,Al Ghilan
6086,6,سر ذياب,Ser Zyab
6087,6,احد رفيدة - النمصه,Ahad Rifaydah - Al-Namsah
6088,6,ال دلهم,Al Delhim
6091,6,ال الطويل,Al Al-Tawil
6092,6,الهضبه,Al-Hadbah
6093,6,ال هيصم,Al Hasim
6094,6,ال شبيرين,Al Shebrin
6095,6,عراب وباديتها,Erab and its Badia
6096,6,ال زهير,Al Zoheir
6097,6,ال الشيخ,Al Al-Sheikh
6098,6,ال عباس,Al Abbas
6099,10,فرسان - فرسان,Farasan - Farsan
6102,10,فرسان - المحرق,Farasan - Almuharaq
6103,10,الحسين,Alhusayn
6104,10,صير,Sir
6107,10,الدومات,Aldawamat
6108,10,ختب,Khatib
6109,10,خوله,Khwlh
6110,10,جزيره قماح,Jaziruh Qimah
6111,10,القصار,Alqasar
6114,4,عنيزة,Eanizah
6118,4,العوشزيه,Buhayrat Aleushzia
6119,4,الرفيعه,Alrafieuh
6120,4,العماش,Aleimash
6121,5,القطيف,Qatif
6145,4,البدائع,Albadayie
6148,4,دهيماء القديمه,Dahima' Alqdymih
6149,4,البدائع - السمار,Al Badai - Alsamar
6150,4,علباء,Ealba'
6151,4,الاحمدية,Alahmdy
6153,10,وقيع,Waqie
6154,10,وادى الملح,Wa'Adaa Almulihu
6157,10,الحمدة,Alhamda
6158,10,وادى حباب,Wa'Adaa Hibab
6160,10,المكسر,Almukasar
6161,10,جازان - الرايغه,Jazan - Alrayighuh
6162,10,الفصيله,Alfasiluh
6163,10,قنبى,Qunbaa
6165,6,الجرفه,Al-Jarfah
6166,6,أبها,Abha
6193,6,خيمه,Khaimah
6197,6,قرضه وصبري,Qardah and Sabry
6199,6,العفاير,Al Afayir
6200,6,سر آل سرحي,Ser Al Sirhy
6207,6,المخض,Al Makhd
6208,6,الكوثرين,Al Kawthrin
6209,6,الملحاء,Al Malhaa
6210,6,الملصة,Al Malsah
6211,6,العقاله,Al Aqalah
6214,6,لولاه,Lolah
6216,6,المعادي,Al Maadi
6217,6,العرق (طرف العرق),Al Arqab (Tarf Al Irq)
6218,6,الأقواز,Al Aqwaz
6219,6,الباطنه,Al Batinah
6220,6,آل أم سعيد,Al Umm Saed
6221,6,الوهط,Al Waht
6276,6,الكحله,Al Kahlah
6290,6,الروح والصعيد,Al Rouh and Al Sa'id
6292,6,مقهب السقا,Maqhab Al Saqa
6294,6,عسير - الولجه,Asir - Al Waljah
6295,6,عسير - الفرع,Asir - Al Far'
6296,6,المسراب والفرع,Al Misrab and Al Far'
6297,6,قعوه السقا,Qa'qah Al Saqa
6299,6,الحبوه,Al Habwah
6308,6,ال بواح,Al Bawah
6309,6,ال مرزن,Al Merzin
6310,6,الحوزه والخارجه,Al Huzah and Al Kharjah
6311,6,الضحيه (العزيزه),Al Dahiyah (Al Azizah)
6313,6,القده ( ال تمام),Al Qidah (Al Tamam)
6314,6,مجدعان,Megd'an
6315,6,قده ال امشيبه,Qidah Al Imshibah
6316,6,قده ال بو فايده,Qidah Al bu Faidah
6317,6,عسير - ال مفرح,Asir - AlMefrih
6319,6,ال سكران,Al Sakran
6321,6,ذنب السر,Zanb Al Ser
6322,6,ال يتيم,Al Yatim
6323,6,ذنب القائمه,Zanb Al Qaemah
6324,6,راعيه البيبان,Ra'iyah Al Biban
6325,6,المجاز,Al Majaz
6326,6,رهمه المهلل,Rahmah Al Mohalal
6327,6,النغره والمرازه,Al Naghrah and Al Merazah
6328,6,البوخه,Al Bukhah
6329,6,قعوه ال فرحان والعثراء,"Qa'wah Al farhan, and Al athraa"
6330,6,سر آل عبيد والسقايف,"Ser Al Abid, and Al Saqayif"
6331,6,عسير - الشارقه,Asir - Al Shariqah
6333,6,جال ال عامر,Jal Al Amer
6334,6,ال امحاج,Al Imhaj
6336,6,حقبه ريده,Hiqbah Ribdah
6338,6,غيثان,Ghithan
6339,6,وادى الظهار,Wadi Al dhihar
6340,6,عسير - ريده,Asir - Ribdah
6341,6,عسير - الغمره,Asir - AlGhamrah
6344,6,عرفه ام رقو,Arfah Umm Raqw
6349,6,عسير - الغمره,Asir - AlGhamrah
6350,6,الخلفاء,Al Khulafaa
6351,6,الحاجره,Al Hajirah
6352,6,ال مجاهر والجامه,Al Mahajir And Al Jamah
6353,6,عسير - الشرقي,Asir - The Eastern
6354,6,قوره,Qurah
6355,6,موجمه,Mogmah
6357,6,وادى حبو والطرقه,Wadi Habw and Al Tarqah
6358,6,المحرث,Al Mihreth
6363,6,الغمده,Al Ghamdah
6368,6,حبيل محزاه ال تمام,Habil Mihzah Al Tamam
6372,6,ذراه,Zerah
6373,6,رديان,Rodyan
6377,6,زعرا,Za'rah
6378,6,خهيان والخلل,Khahyan and Al Khall
6397,6,آل مطير والقابل,"Al Matir, and Al Qabil"
6398,6,الصليحى,Al Seleihy
6399,6,ال محيا والمحجر والبحره,"Al Mahya, Al Mahjer, and Al Bahrah"
6400,6,القعره (السر),Al Qa'rah (Al Ser)
6401,6,عسير - الحمراء,Asir - Al Hamraa
6421,6,السويداء,Al Suwaidaa
6422,6,عسير - الراكبه,Asir - Al Rakibah
6423,6,لحف,Lahf
6424,6,ذم غضار,Zam Ghidar
6425,6,المشراف,Al Masharif
6427,6,المصلمة,Al Maslamah
6428,6,عسير - وادي الصدر,Asir - Wadi As Sadr
6429,6,بعاره,B'arah
6437,6,مندرمربة,Mandermariyah
6439,6,شرحان,Sharhan
6440,6,الحجفه,Al Hajfah
6441,6,وادي رخمه,Wadi Rakhmah
6442,6,المرفي,Al Marfa
6444,6,اسفل وادي احلالي,Lower part of Wadi Ihlaly
6445,6,وادي كرمان,Wadi karman
6446,6,وادي لنك,Wadi Link
6447,6,وادي وطده,Wadi Watdah
6448,6,شعيب رحب,Shu'aib Rahb
6449,6,صندل,Sandel
6450,6,عسير - المخاضه,Asir - Al Makhadah
6452,6,وادي رملان,Wadi Ramlan
6453,6,وادي عبلا,Wadi Ablah
6454,6,المفجر,Al Mafjer
6455,6,سيه,Seyah
6457,6,رحب عتود,Rahb Atud
6458,6,حبيب عتود,Habib Atud
6460,6,بطحان عتود,Bathan Atud
6461,6,وادي امحا,Wadi Amha
6462,6,عسير - القفيله,Asir - Al Qufailah
6463,6,وادي قبل,Wadi Qabl
6464,6,حليان,Helian
6466,6,علاس,Allas
6468,6,خلل الواجهات,Khall Al Wajhat
6469,6,الفقيحه,Al Faqihah
6470,6,كثم,Kathm
6471,6,عسير - مخشوش,Asir - Makhshush
6473,6,العراض السلامه,Al Erad Al Salamah
6474,6,وادي رحب,Wadi Rahb
6475,6,الغال و علاء,Al Ghal and Alaa
6476,6,رهوه الغيناء,Rahwah Al Ghainaa
6477,6,قرن الميثاء,Qarn Al Mithaa
6478,6,خلل الزهيره,Khell Al Zuhairah
6479,6,عسير - اللصبه,Asir - Allasbah
6480,6,وادي جلال,Wadi Galal
6481,6,وادي امرو,Wadi Imro
6482,6,ام قاد,Umm Qad
6484,6,الفسف ومرجومه,Al Fasf and Marghumah
6485,6,ذات سحلو,Zat Sehlo
6486,6,مهرو,Mahru
6512,6,آل الشراع الاعلى والاسفل,Al Al-Shira' the upper and the lower
6513,6,الوغل,Al Waghl
6514,6,مصاولي,Masawly
6515,6,العلايه,Al Alayah
6516,6,الصفاح,As Safah
6517,6,عسير - الحدبه,Asir - Al Hadbah
6542,6,الطلحا أركبه البر,Al-Talah Arkah Al-Ber
6543,6,أمشله,Amshalah
6544,6,هيمان,Himan
6545,6,احد رفيدة - الميراد,Ahad Rifaydah - Al-Mirad
6547,6,الموبل,Al-Muel
6548,6,عسير - المعدى,Asir - Al-Ma'di
6549,6,الشقراء,Al-Shaqraa
6550,6,الحمارات,Al-Hamarat
6552,6,المرة,Al-Marrah
6554,6,المليح (الملاح),Al-Malih (Al-Mallah)
6555,6,جفير,Jafir
6556,6,صدر وائلة (المجمع),Sadr Waelah (Al-Majma')
6557,6,رثمة وائله,Rathmah Waelah
6559,6,رغفه(جبل عيسى ال حامد),Raghfah (Eisa Al Hamed Mountain)
6560,6,عرق,Irq
6561,6,رثمة بني ماجور,Rathmah Bani Majur
6562,6,ناسب,Nasib
6564,6,البيح بن ماجور,Al-Bih bin Majur
6565,6,الجهيفه,Al-Jahifah
6566,6,الضاح الغربي,The wsetern Al-Dah
6567,6,القرية,Village
6568,6,الساقط,Al-Saqit
6569,6,الخورمة,Al-Khormah
6570,6,الروغ,Al-Rawgh
6572,6,وادي حضرا,Wadi Hadra
6573,6,عسير - المعتق,Asir - Al-Ma'tiq
6574,6,المعقورة,Al-Ma'qurah
6575,6,الحنو,Al Hano
6576,6,عسير - السربه,Asir - Al-Sriyah
6577,6,لصب الحنو,Lasb Al-Hanw
6578,6,مفتح وراخ ورحب,"Meftih, Rakh and Rahb"
6579,6,وادى احبره,Wadi Ahbarah
6580,6,عسير - الفصيله,Asir - Al Fasilah
6581,6,الغال,Al Ghal
6582,6,الضاح الاعلى,Al-Dah (the upper)
6583,6,عسير - الحبيل,Asir - Habeel
6584,6,الرهز,Al-Rahz
6585,6,ذم خلفاء,Zem khalfaa
6586,6,عسير - رحب,Asir - Rahb
6587,6,الرصيد,Al Rasid
6588,6,مفتح وادي الحر,Meftih Wadi Al-Herr
6589,6,لحج أمهيجه,Lahj Amhijah
6590,6,وادى ضموه وتضراع,Wadi Damwah and Tedra'
6591,6,الفيض,Radoum
6592,6,ظهران والكوع,Radum
6593,6,العينه (عشه),Al-Einah
6594,6,حمامه,Hamamh
6595,6,مفطح,Meftih
6599,6,عسير - الملحه,Asir - Al-Malhah
6600,6,ذنقور,Zanqur
6601,6,ثلثين,Thalthin
6602,6,مفتح يرعرع,Meftih Yer're'
6603,6,العوراء,Al-Awraa
6604,6,عسير - النجفه,Asir - Al-Najfah
6605,5,يبرين,Yabrin
6606,5,هجره القباليات,Hajaruh Alqibaliaat
6607,5,هجره المطق الراشديه,Hajaruh Almitaqu Alrashidiuh
6608,5,هجره الخن الجديد,Hajarah Alkhana Aljadid
6609,5,هجرة العبدليه,Hijrat Alebdalih
6610,5,بدع زميع,Bade Zamie
6611,5,هجره الخن القديم,Hajarah Alkhana Alqadim
6612,5,هجره الحفاير,Hajaruh Alhafayir
6615,5,هجره بئر العازب (القليبه),Hajruh Biir Aleazib (Alqalaybuh)
6616,5,الاحساء - الرفيعه,Al Ahsa - Alrafieuh
6617,5,الراجحية,Alraajihia
6618,5,سلطانه,Sultanuh
6619,5,العاذرية,Aleadhiria
6620,5,هجرة ام اثله,Hijrat Umm Athlh
